Email,"First Name","Last Name","Phone Number",Status,"Contact Record Created","IP Address","User Agent",Organization,*domain,*Message,*Sector,*Prod/Service,"*Phone 2",*Fax,*Employees,*Province,*Area,*Town,*Suburb,*Website,*Designation1,*Designation2,*Cell,"*Authoriser E-mail","*Authoriser Full Name","*Authoriser Tel","*Authoriser Cell","*Email 2",*Salut,"*.za.com address","*Premium Address 1","*Premium Address 2","*Premium Address 3","*Opened Campaign Contact Score","*Replied Contact Score","*Forward Email Contact Score","*Clicked Link Contact Score","*Submit Web Form Contact Score","*Visited Web Site Contact Score",Tags
photography@weddingconsultants.co.za,,,(086)-509-9991,,"2018-01-18 13:50:10",0.0.0.0,,"ATB PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,HILLBROW,www.weddingconsultants.co.za,,,(083)-538-9424,,,,,,,,,,,0,0,0,0,0,0,Photographer
pieter.johesta@gmail.com,,,(012)-991-2095,,"2018-03-05 08:05:44",0.0.0.0,,"BOABAB LODGE","lodge.za.co,",,HOSPITALITY,LODGE,,,"11 - 50",GT,"EAST PRETORIA","FAERIE GLEN","FAERIE GLEN",www.wheretostay.co.za,,,(083)-565-7444,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
pieterviljoen@amanzingwe.co.za,,,(012)-205-1108,,"2018-03-05 08:05:52",0.0.0.0,,AMANZINGWE,lodge.za.com,,HOSPITALITY,LODGE,,(012)-205-1744,"11 - 50",NW,"NORTH WEST",HAARTEBEESPOORT,BROEDERSTROOM,www.amanzingwe.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
pjsmith69@gmail.com,,,(023)-312-3070,,"2018-02-06 10:36:41",0.0.0.0,,"BRIGHT IDEA PROJECTS 2463",florist.za.com,,HOSPITALITY,"FLORISTS AND FLOWERS,RESTAURANTS",,,"11 - 50",WC,INLAND,CERES,CERES,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
poppymienie@gmail.com,,,,,"2018-01-18 13:50:13",0.0.0.0,,"BO-ADONIA PHOTOGRAPHY",photo.za.com,,"GENERAL SERVICES","FREE LANCE PHOTOGRAPHER",,,,GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,(079)-712-8061,,,,,,,,,,,0,0,0,0,0,0,Photographer
posh@rensgroup.co.za,"Stephane ",Rens,"(082) 4590 451",,"2018-02-15 09:21:01",0.0.0.0,,"Posh Functions - Halfway there",lodge.za.com,,,,,,,,,,,http://www.poshfunctions.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
pras@netactive.co.za,,,(011)-869-7280,,"2018-01-10 14:35:48",127.0.0.1,,"GREAT OCCASIONS HIRING",,,"GENERAL SERVICES","CROCKERY HIRE,HIRING SERVICES,SPITBRAAIS,GLASSWARE",,(011)-869-9319,,GT,"SOUTH JOHANNESBURG",ALBERTON,ALBERTON,,,,,,,,,,,,,,,0,0,0,0,0,0,
r-pillay@webmail.co.za,,,(033)-390-4459,,"2018-01-10 13:19:13",127.0.0.1,,"RNK AWNINGS",,,"MANUFACTURING & PRODUCTION",AWNINGS,,,"11 - 50",KZN,"SOUTHERN KWA-ZULU NATAL",PIETERMARITZBURG,EASTWOOD,,,,,,,,,,,,,,,0,0,0,0,0,0,
rafael.joanes@bpiafrica.co.za,RAFAEL,JOANES,,,"2018-02-19 13:56:33",127.0.0.1,,"BPI CAPITAL AFRICA (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT PORTFOLIO MANAGERS",(087)-310-0800,(021)-418-1620,"11 - 50",GT,,"GAUTENG - GENERAL","GAUTENG - GENERAL",www.bpiafrica.co.za,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,Investment
raja@polka.co.za,,,(031)-304-7485,,"2018-02-19 13:56:36",127.0.0.1,,"BRAINWAVE INVESTMENTS CC",,,"FINANCIAL SERVICES","INVESTMENT COMPANIES LOCAL AND INTERNATIONAL",,,"51 - 200",KZN,,"CENTRAL DURBAN","DURBAN CENTRAL",,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
rayacro3@mweb.co.za,,,(031)-368-8220,,"2018-03-05 08:05:47",0.0.0.0,,"BALMORAL HOTEL","safari.za.com, hotel.za.com, tourist.za.com",,HOSPITALITY,"HOTELS,HOTELS - TOURIST,HOTEL STAFF,DSTV,FAMILY",,,"51 - 200",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.raya-hotel.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
raynone50@gmail.com,Noluthando,"Ray None",0824231237,,"2018-02-13 06:50:46",0.0.0.0,"Mozilla/5.0 (Linux; Android 4.4.2; CHERRY Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36",,esylife.shop.za.com,"Hi Esylife , please I need to be assisted on  two new members that joined 17 January 2018 her name is Nobomvu Wambi she used BM18101018949 as we can see we are not yet in October for that she is under Noluthando R None , please be so kind and register her under my BM17112817012 , the other one is Nokuzola A Lujabe joined 16 January 2018 she  used my BM17112817012 please they need medicine or at least be registered as we don't have the xiangzhiling Regards Noluthando None",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,"HOT PROSPECT"
realeyes@clivehassall.com,,,(011)-728-7057,,"2018-01-18 13:50:10",66.249.93.192,,"CLIVE HASSALL PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(011)-728-7058,"1 - 10",GT,"CENTRAL JOHANNESBURG",HOUGHTON,HOUGHTON,www.clivehasall.com,,,,,,,,,,,,,,4,0,0,0,0,0,Photographer
reception@abbagamelodge.co.za,,,(014)-717-1700,,"2018-03-05 08:05:50",0.0.0.0,,"ABBA GAME LODGE",lodge.za.com,,HOSPITALITY,"GAME LODGES",,(014)-717-1700,"11 - 50",LM,LIMPOPO,MODIMOLE,NYLSTROOM,www.abbagamelodge.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
reception@bravuraequity.com,,,(011)-459-5000,,"2018-02-19 13:56:31",127.0.0.1,,"BRAVURA EQUITY SERVICES (PTY) LTD",,,"PROFESSIONAL SERVICES","TAX CONSULTANTS,ACCOUNTING SERVICES,FINANCIAL ",,,"11 - 50",GT,,RANDBURG,ROSEBANK,www.bravuraequity.com,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
redroseflorist@telkomsa.net,,,(021)-556-2979,,"2018-02-06 10:36:41",0.0.0.0,,"ATLOHAN FLORIST CC",florist.za.com,,"GENERAL SERVICES","FLOWERS,FLORISTS,BOUQUETS,FRUIT",,,,WC,"NORTH CAPE TOWN",BLOUBERG,"TABLE VIEW",www.redrose.floristweb.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
reino@eclipsephotography.co.za,,,,,"2018-01-18 13:50:08",0.0.0.0,,"ECLIPSE PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH",SIDWELL,www.eclipsephotography.co.za,,,(071)-568-3466,,,,,,,,,,,0,0,0,0,0,0,Photographer
renmotors@lantic.net,,,(018)-297-4120,,"2018-03-05 08:05:52",0.0.0.0,,"ALEC WRIGHTS GUESTHOUSE",guesthouse.za.com,,HOSPITALITY,"4 STARS,OVERNIGHT,GUEST HOUSES,ACCOMMODATION,BB",,,"11 - 50",NW,"NORTH WEST",POTCHEFSTROOM,POTCHEFSTROOM,www.potchefstroom.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
res@addoelephantbacksafaris.co.za,,,(086)-123-3673,,"2018-02-26 13:49:01",0.0.0.0,,"Addo Elephant Back Safaris & Lodges",,,"GENERAL SERVICES","SAFARIS AND TOURS",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.addoelephantbacksafaris.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
res@aquilasafari.com,"Searl ",Derman,(021)-422-4611,,"2018-02-26 13:49:03",197.101.67.148,,"Aquila Information Centre",,,HOSPITALITY,"GAME RESERVE,TOURS,LUXURY ACCOMMODATION,LUXURY,RES","(0) 21 430 7260",,"11 - 50",WC,"CAPE TOWN CITY","CITY CENTRE","CAPE TOWN CITY CENTRE",,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,travel industry"
reservations@airholidays.co.za,,,(011)-803-8223,,"2018-03-05 08:05:47",0.0.0.0,,"AIR HOLIDAYS (PTY) LTD","tour.za.com, safari.za.com, flying.za.com",,HOSPITALITY,"SAFARIS AND OPERATORS,TOURS,FLYING SAFARIS,SAFARIS",,(011)-803-8076238,"11 - 50",GT,"NORTH JOHANNESBURG",SANDTON,SUNNINGHILL,,,,,,,,,,,,,,,0,0,0,0,0,10,"Lodge Leads"
reservations@askarilodge.co.za,,,(014)-577-2658,,"2018-03-05 08:05:48",0.0.0.0,,"ASKARI GAME LODGE",lodge.za.com,,HOSPITALITY,LODGE,,(014)-577-2654,"11 - 50",GT,"NORTH WEST - GAUTENG",MAGALIESBURG,MAGALIESBURG,www.askarilodge.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
reservations@bananabeach.co.za,,,(039)-681-2257,,"2018-03-05 08:05:50",0.0.0.0,,"BANANA BEACH","holiday.za.com, holiday.za.com, lodge.za.com",,HOSPITALITY,"GUEST LODGE,ACCOMMODATION - LODGES,HOLIDAY RESORTS",,,"11 - 50",KZN,"SOUTHERN KWA-ZULU NATAL","PORT SHEPSTONE",ANERLEY,,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
reservations@birdwood.co.za,Angie,,(012)-433-4905,,"2018-03-05 08:05:48",0.0.0.0,,"BIRDWOOD GUEST HOUSE",guesthouse.za.com,,HOSPITALITY,"ACCOMMODATION - HOTELS LODGES,ACCOMMODATION ",,,"11 - 50",GT,"WEST PRETORIA","PRETORIA CENTRAL WEST","PRETORIA CENTRAL WEST",http://www.birdwood.co.za/,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
reservations@bushfellows.co.za,,,(013)-261-2111,,"2018-03-05 08:05:50",0.0.0.0,,"BUSH FELLOWS GAME LODGE","wildlife.za.com, lodge.za.com",,HOSPITALITY,"GAME LODGE",,(011)-463-6868,"11 - 50",LM,LIMPOPO,"MARBLE HALL","MARBLE HALL",www.bushfellows.co.za,,,(078)-784-2224,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
reservations@sanparks.org,,,(027)-831-1506,,"2018-02-26 13:49:02",0.0.0.0,,"AI-AIS-RICHTERSVELD TRANSFRONTIER PARK","gamereserve.za.com, wildlife.za.com, selfcatering.za.com",,HOSPITALITY,"GAME HUNTING,NATURE AND WILDLIFE PARK SERVICES",,,"11 - 50",NC,"NORTH NORTHERN CAPE","ALEXANDER BAY","ALEXANDER BAY",,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,travel industry,Lodge Leads"
reshmee.dookie@carelcontrols.co.za,,,(011)-805-1558,,"2018-01-18 09:51:08",0.0.0.0,,"Carel Controls Sa (Pty) Ltd",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIRCON & REFRIG CONTROL SUPPLY",,(011)-805-1090,"51 - 200",GT,"NORTH EAST JOHANNESBURG",MIDRAND,"HALFWAY HOUSE",,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
rheeder@mweb.co.za,,,(021)-982-3210,,"2018-01-10 13:19:09",127.0.0.1,,"RUMAR BLINDS OFFICE",,,"GENERAL SERVICES","BLINDS AND AWNINGS",,,"51 - 200",WC,"EAST CAPE TOWN",BRACKENFELL,BRACKENFELL,,,,,,,,,,,,,,,0,0,0,0,0,0,
rmoalli@gmail.com,,,(012)-374-3219,,"2018-01-10 13:19:15",127.0.0.1,,"AJMER BUTCHERY",,,"TRANSPORT & DISTRIBUTION","MARKET,ABATTOIRS,MEAL WORLD,BUTCHERS - RETAIL,MEAT",,,"51 - 200",GT,"WEST PRETORIA",CENTURION,LAUDIUM,www.ajmerbutchery.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
robbyb@lantic.net,,,(031)-337-4180,,"2018-01-18 13:50:15",0.0.0.0,,"BRIEN ROB PRODUCTIONS",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(031)-337-4181,"1 - 10",KZN,"CENTRAL DURBAN","CENTRAL DURBAN",BEACH,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
robert@silveroakgroup.co.za,,,(086)-111-5029,,"2018-01-10 13:19:13",127.0.0.1,,"SILVER OAK INVESTMENTS",,,"FINANCIAL SERVICES","PLANNING,FINANCIAL,FINANCIAL MANAGEMENT,FINANCIAL",(086)-111-5029,,"51 - 200",WC,"SOUTHERN SUBURBS",BERGVLIET,BERGVLIET,,,,,,,,,,,,,,,0,0,0,0,0,0,
robin@qualitytouringservices.co.za,Robin,Troup,,,"2018-02-26 13:45:56",0.0.0.0,,"Quality Touring Services Cc",,,HOSPITALITY,"SAFARIS & TOUR OPERATORS",(021)-979-5936,(021)-979-5934,"1 - 10",WC,"EAST CAPE TOWN",DURBANVILLE,DURBANVILLE,www.qualitytouringservices.co.za,MD/CEOS,OWNER,(082)-657-3443,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
robyn@bensmomfloraldesign.co.za,"Robyn ",,(086)-604-5609,,"2018-02-06 10:36:34",0.0.0.0,,"BENS MOM FLORAL DESIGNS",florist.za.com,,RETAIL,FLORIST,,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.bensmomfloraldesign.co.za,,,(073)-753-9290,,,,,,,,,,,0,0,0,0,0,0,Florist
roger@centaur.co.za,ROGER,WILLIAMS,,,"2018-02-19 13:56:31",127.0.0.1,,"CENTAUR ASSET MNGMNT (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT PORTFOLIO MANAGERS",(011)-784-1026,(011)-784-1035,"201 - 500",GT,,SANDTON,"BENMORE GARDENS",www.centaur.co.za,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,Investment
roger@embassyair.co.za,Roger,Venn,(021)-511-6421,,"2018-01-18 09:51:14",0.0.0.0,,"Embassy Air Conditioning Cc",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING CONTRACTORS",,(021)-511-8907,"51 - 200",WC,"CAPE TOWN CITY",MAITLAND,MAITLAND,,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
ron@bolus.co.za,RON,READ,(021)-446-2262,,"2018-02-19 13:56:38",127.0.0.1,,"BOLUS DISTRIBUTION (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT COMPANIES LOCAL &/OR INTERNATIONAL",,(086)-628-5232,"11 - 50",WC,,"CAPE TOWN","DE WATERKANT",www.bolus.co.za,"OTHER POSITIONS",COO,,,,,,,,,,,,0,0,0,0,0,0,Investment
ronel@albertoweddings.co.za,"Ronel ",Vorsrtenbosch,(011)-954-2959,,"2018-02-06 10:36:36",41.13.8.28,,"ALBERTO WEDDINGS",florist.za.com,,RETAIL,FLORISTS,,,"1 - 10",GT,"WEST RAND",KRUGERSDORP,NOORDHEUWEL,www.albertoweddings.co.za,,,"082 7835 997",,,,,,,,,,,2,0,0,0,0,0,Florist
ronel@exclusive-studio.co.za,,,(011)-954-3075,,"2018-01-18 13:50:15",0.0.0.0,,"EXCLUSIVE STUDIO",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(011)-954-3009,"1 - 10",GT,"WEST RAND",KRUGERSDORP,NOORDHEUWEL,www.exclusive-studio.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
rosebankreception@tsebo.com,,,(011)-441-5300,,"2018-01-10 14:35:36",127.0.0.1,,"FEDICS (PTY) LTD",,,"GENERAL SERVICES","FOODS,CATERING,HOSPITALITY,CATERERS,EVENTS,EQUIPMENT",,,,GT,"CENTRAL JOHANNESBURG",RANDBURG,ROSEBANK,www.fedics.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
royc@register.za.com,Selby,,0721110000,,"2018-03-19 15:55:24",0.0.0.0,,"Chauke investment",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
ruben@artstardesign.co.za,,,(043)-748-5978,,"2018-01-18 13:50:07",0.0.0.0,,"ARTSTAR DESIGN",photo.za.com,,"PROFESSIONAL SERVICES","INTERNET WEB DEVELOPMENT,PHOTOGRAPHERS",,,"11 - 50",EC,"NORTH EASTERN CAPE","EAST LONDON","BEACON BAY",www.artstardesign.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
rublerh@iafrica.com,,,(021)-201-8867,,"2018-01-18 09:51:15",0.0.0.0,,"Alaska Enterprises",aircon.za.com,,AUTOMOTIVE,"GAS,AUTOMATIC,COMPRESSORS,AIRCONDITIONING,SALES",(021)-697-1335,(021)-696-3660,"51 - 200",WC,"EAST CAPE TOWN",CRAWFORD,CRAWFORD,www.alaskaenterprises.co.za,,,(083)-309-2903,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
rudiair@gmail.com,,,(086)-601-3069,,"2018-01-18 09:51:09",0.0.0.0,,"Marlin Refrigeration And Airconditioning",aircon.za.com,,"GENERAL SERVICES","REFRIGERATION AND AIRCONDITIONING",,,,GT,"SOUTH JOHANNESBURG",ALBERTON,ALBERTON,,,,(071)-649-9362,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
rudidez@yahoo.com,,,(084)-517-6486,,"2018-02-06 10:36:37",0.0.0.0,,"CHELSEA GARDEN CENTRE AND FLORIST",florist.za.com,,RETAIL,"FLOWERS,NURSERIES,NURSERIES HORTICULTURAL RETAIL",,,"11 - 50",LM,LIMPOPO,GROBLERSDAL,GROBLERSDAL,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
ruyschn@telkomsa.net,,,(016)-428-1047,,"2018-01-10 14:35:50",127.0.0.1,,ILANGENI,,,HOSPITALITY,"HIRING SERVICES,EQUIP,HIRING,CATERERS",,,,GT,"VAAL TRIANGLE","VEREENIGING - KOPANONG","ARCON PARK",,,,(083)-236-1773,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
ryan.britz@aiac.co.za,Ryan,Britz,(011)-794-6290,,"2018-01-18 09:51:10",0.0.0.0,,"Aiac Aircon Sa (Pty) Ltd",aircon.za.com,,"MANUFACTURING & PRODUCTION","AIRCONDITIONING MANUFACTURERS",,,"51 - 200",GT,"WEST RAND",ROODEPOORT,HONEYDEW,,SALES,"SALES ENGINEER",,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
ryanf@tsksi.co.za,Ryan,Feinberg,(011)-524-9700,,"2018-04-10 12:29:47",0.0.0.0,,"Tuffias Sandberg",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS",,,100,GT,"EAST RAND","GREENSTONE HILL","GREENSTONE HILL",www.tuffiassandberg.co.za,"OTHER DIRECTORS & PARTNERS",PARTNER,,,,,,,MR.,www.tuffiassandberg.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
s.p@telkomsa.net,,,(011)-339-4892,,"2018-01-18 13:50:11",0.0.0.0,,"ED - IT",photo.za.com,,HOSPITALITY,"WEDDING PHOTOGRAPHERS & VIDEO RECORDINGS",,(011)-339-6459,"11 - 50",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,BRAAMFONTEIN,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
saccounts@global.co.za,,,(014)-736-5236,,"2018-03-05 08:05:50",0.0.0.0,,"BONWA PHALA GAME LODGE","gamereserve.za.com, lodge.za.com",,HOSPITALITY,"GAME LODGE",,(014)-736-5952,"11 - 50",LM,LIMPOPO,BELA-BELA,WARMBAD,www.bonwaphala.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
sales@curries.co.za,,,(011)-394-5227,,"2018-01-18 09:51:06",0.0.0.0,,"Curries Airconditioning Specialists",aircon.za.com,,"IT / TELECOMS / ELECTRICAL","AGENTS,AIR CONDITIONING EQPT AND SYSTEMS,VENTILATION",(011)-394-9696,(011)-975-9686,"11 - 50",GT,"EAST RAND","KEMPTON PARK","KEMPTON PARK",,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
sales@decisionsgifts.co.za,KURT,PHILLIPS,(011)-462-8945,,"2018-01-12 08:56:48",127.0.0.1,,"DECISIONS GIFTS CC",gift.za.com,,"GENERAL SERVICES","NOVELTY GIFTS WHOLESALERS",,(011)-462-9040,"51 - 200",GT,"NORTH JOHANNESBURG",ROODEPOORT,OLIVEDALE,,"OTHER POSITIONS",EXECUTIVE,(076)-972-1580,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
sales@executradekzn.co.za,LAUREN,GEORGIOU,(031)-764-0193,,"2018-01-12 08:57:52",127.0.0.1,,EXECUTRADE,gift.za.com,,"TRANSPORT & DISTRIBUTION","CORP CLOTHING & GIFT SUPPLIERS",,(031)-764-5195,"51 - 200",KZN,"CENTRAL DURBAN",KLOOF,KLOOF,,MD/CEOS,OWNER,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
sales@freedomcape.co.za,,,(021)-552-5754,,"2018-01-12 08:58:12",127.0.0.1,,"FREEDOM OVERALLS AND PROMOTIONAL WEAR",gift.za.com,,"GENERAL SERVICES","GIFTS,PAPER PRODUCTS,SAFETY CLOTHING,CLOTHING,OVER",,(021)-552-4279,"51 - 200",WC,"CAPE TOWN CITY",MILNERTON,MILNERTON,www.freedomcape.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
sales@getmb.co.za,,,(074)-940-1102,,"2018-02-19 13:56:32",127.0.0.1,,"GET MEMORABILIA",,,"PROFESSIONAL SERVICES","MEMORABILIA,MUSIC,MOVIES,AUTOGRAPHS,CELEBRITIES",,,"11 - 50",GT,,"FOUR WAYS","DAINFERN VALLEY",,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
sales@goldline.co.za,,,(011)-608-1532,,"2018-01-10 14:35:43",127.0.0.1,,"GOLDLINE INDUSTRIES",,,HOSPITALITY,"BAKERY EQUIPMENT,CATERING,CATERING ENGINEERS ",,,,GT,"EAST RAND",LETHABONG,LONGMEADOW,www.goldline.co.za,,,(082)-562-6175,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
sales@liquidlogic.co.za,,,(031)-409-8405,,"2018-01-18 09:51:10",0.0.0.0,,"Liquid Logic",aircon.za.com,,"GENERAL SERVICES","AIR CONDITIONING EQPT AND SYSTEMS,REFRIGERATION EQPT",,(031)-409-5605,"51 - 200",KZN,"CENTRAL DURBAN","DURBAN SOUTH",SHALLCROSS,www.liquidlogic.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
sales@macsauto.co.za,Phillip,Brenda,"0 11 498-0700",,"2018-01-18 09:51:12",0.0.0.0,,"Macs Auto Durban",aircon.za.com,,"TRANSPORT & DISTRIBUTION","MOBILE AIRCON COMPONENTS SUPPLIES",,,"51 - 200",KZN,"CENTRAL DURBAN","DURBAN NORTH","SPRINGFIELD PARK",http://www.macsauto.co.za/,SALES,"SALES MANAGER",,,,,,,,,,,,4,0,0,8,0,0,"Aircon Lead"
salespta@fourwaysaircon.co.za,,,(041)-933-1236,,"2018-01-18 09:51:04",0.0.0.0,,"Jaco Du Plessis",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING,EQUIPMENT,SERVICE,HEATING,VENTILATION",,,"11 - 50",EC,"SOUTH EASTERN CAPE",DESPATCH,DESPATCH,www.fourwaysaircon.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
sam@alkiralodge.co.za,,,(083)-552-6259,,"2018-03-05 08:05:45",0.0.0.0,,"ALKIRA LUXOURY LODGE","gamereserve.za.com, lodge.za.com ",,HOSPITALITY,"GAME LODGES,COUNTRY LODGE,ACCOMMODATION - HOTELS LODGE",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,(083)-552-6259,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
sandile@africavukani.co.za,SANDILE,NJILO,,,"2018-02-19 13:56:32",127.0.0.1,,"AFRICA VUKANI IMS (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT CONSULTANTS",(011)-442-5605,(011)-442-0306,"51 - 200",GT,,RANDBURG,ROSEBANK,www.africavukani.co.za,"OTHER DIRECTORS & PARTNERS","EXECUTIVE DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,Investment
sandra@conferencecomplete.co.za," Sandra ","Minnaar ",(021)-913-4893,,"2018-01-12 08:58:15",41.13.192.226,,"COMPLETE GIFTS",event.za.com,,"TRANSPORT & DISTRIBUTION","PROMOTIONAL GIFTS DISTRIBUTORS",,(021)-913-8838,"1 - 10",WC,"EAST CAPE TOWN",BELLVILLE,WELGEMOED,http://www.conferencecomplete.co.za/,"OTHER MIDDLE MANAGEMENT","HEAD: CORPORATE GIFTS",,,,,,,,,,,,2,0,0,0,0,0,"Gifting Industry"
sarah@balloon.co.za,,,(011)-705-3201,,"2018-03-05 08:05:47",0.0.0.0,,"BILL HARROPS ORIGINAL BALLOON SAFARIS CC","hotairballoon.za.com, safari.za.com, lodge.za.com",,HOSPITALITY,"SAFARI LODGES,SAFARI TENTS,SAFARIS,HOT AIR BALLOON",,,"51 - 200",GT,"NORTH JOHANNESBURG",FOURWAYS,FOURWAYS,,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
sarah@calicoandcream.co.za,,,(011)-648-8076,,"2018-01-10 13:19:10",127.0.0.1,,"CALICO & CREAM",,,HOSPITALITY,"FUNCTIONS,CATERERS,PARTY",,,,GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,YEOVILLE,www.calicoandcream.co.za,,,(082)-778-7074,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
sceg@iafrica.com,,,(086)-626-6219,,"2018-03-05 08:05:47",0.0.0.0,,"ASSENDELFT LODGE & BUSH CAMP","wildlife.za.com, lodge.za.com",,HOSPITALITY,"BUSH LODGE",,,,GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.assendelft.co.za,,,(079)-288-7938,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
schermbrucker.alan@bassgordon.co.za,,,(021)-405-8500,,"2018-04-10 12:29:49",0.0.0.0,,"Mgi Bass Gordon",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS",,,115,WC,"CAPE TOWN CITY","CAPE TOWN",CENTRAL,www.bassgordon.co.za,"OTHER DIRECTORS & PARTNERS",PARTNER,,,,,,,,www.bassgordon.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
